216,小龙坎老火锅（悦城店）,10:30-次日02：00,0591-28823918,福建省福州市长乐市吴航路555号恒申悦城第贰层2F-03的店铺
217,小龙坎老火锅（华联时代广场店）,,,湖北省黄石市阳新县兴国大道华联时代广场五层5F-01号
218,小龙坎老火锅（武汉路店）,09:00-00:00,0711-3253777,湖北省黄石市黄石港区武汉路41号德馨鑫圣广场
219,小龙坎老火锅（府前街西段店）,10：00-21:30,0538-2063688,山东省泰安市新泰市府前街西段南侧
220,小龙坎老火锅（城中城店）,（筹备中）,,山东省济宁市邹城市太平西路1035号
221,小龙坎老火锅（谷阳路店）,09：30-22:00,0394-7435555,河南省周口市鹿邑县南关谷阳路中段（老朱氏骨科对面）
222,小龙坎老火锅（乾塔路店）,10:30-23:30,0714-8725588,湖北省黄石市大冶市中晟家居广场一楼
223,小龙坎老火锅（东坡外滩店）,11:00-00:00,0732-17871777,湖北省黄冈黄州区湖北东坡外滩
224,小龙坎老火锅（黄金水岸店）,09:00-00:00,0711-3253777,湖北省鄂州市鄂城区黄金水岸P27-1#-4#号门面
225,小龙坎老火锅（宝鼎花园店）,11:00-22:00,0536-8170033,山东省潍坊市奎文区胜利东街4799号宝鼎花园小区8#三楼
226,小龙坎老火锅（济宁店）,10:00-21:30,0537-3826789,山东济宁市任城区太白东路19号
227,小龙坎老火锅（东环路店）,10:00-23：00,0376-6133363,河南省信阳市息县息夫人大道中段21号
228,小龙坎老火锅（白云广场店）,09：30-22:00,0370-5067177,河南省商丘市梁园区八一路北归德路东都会国际6-8号楼北1-2号
229,小龙坎老火锅（万达广场店）,10:30-次日02：00,0591-86085678,福建省福州市福清市音西街道清昌大道105号万达广场福清境界第A2-A4号楼第1-2层17-19号复式商铺
230,小龙坎老火锅（太白国际店）,11:00-21:00,0537-3795678,山东济宁市任城区太白商业广场F1层142号商铺
231,小龙坎老火锅（城投时代广场店）,10:00-23:30,0713-5180877,湖北省黄冈市红安县沿河路城投时代广场6号楼2楼
232,小龙坎老火锅（国安店）,10:00-21:00,0794-3333766,江西省抚州市南丰县国安风情商业街18#118-124号
233,小龙坎老火锅（御景华府店）,11:00-23:00,0530-6966688,山东省菏泽市成武县伯乐大街中段路南“御景华府”2号楼7-8号商铺
234,小龙坎老火锅（王府店）,11：00-次日5：00,0536-3895888,山东省潍坊市青州市王府商城二楼南大厅
235,小龙坎老火锅（阳光城店）,10:30-次日02：00,0598-8563999,福建省三明市列东街阳光城万新百货二层2041-2045号商铺
236,小龙坎老火锅（恒宇店）,09：00-23:00,0396-5397777,河南省驻马店市平舆县东皇大道与海棠路交叉口恒宇4号楼一二层
237,小龙坎老火锅（文昌北路店）,,,山东省烟台市莱州市文昌北路920号金日天悦
238,小龙坎老火锅（黄陂中百店）,11:00-22:00,027-85017339,湖北省武汉市黄陂区黄陂大道387号4层A区02号铺
239,小龙坎老火锅（光谷软件园店）,11:00-23:30,027-87779757,湖北省武汉市洪山区关山大道特1号光谷软件园B3,B4裙楼一层商铺
240,小龙坎老火锅（光谷店）,11:00-23:30,027-87779757,湖北省武汉市东湖新技术开发区民族大道159号紫菘.枫尚国际裙楼1层2-2号
241,小龙坎老火锅（众园广场店）,11:00-23:30,027-86859699,湖北省武汉市青山区和平大道959号武商众园广场旁
242,小龙坎老火锅（环岛国际店）,10:30-23:00,0530-3606060,山东省菏泽市曹县环岛国际小区2号楼1单元101室、102室
243,小龙坎老火锅（银座店）,10.00-21:30,0538-8201007,山东省泰安市泰山区东岳大街77号银座城市广场
244,小龙坎老火锅（会盟路店）,11:00-22:00,0530-8151111,山东省菏泽市巨野县牡丹小区C区6号楼门市8间
245,小龙坎老火锅（武昌汉街店）,10:00-00:00,027-87305559,湖北省武汉市武昌区汉街
246,小龙坎老火锅（佰港城店）,11:00-00:30,027-87610509,湖北省武汉市洪山区维佳佰港城1楼
247,小龙坎老火锅（新车站店）,10:30-次日02：00,0594-3019333,福建省莆田市荔城区镇海街道文献东路正鼎东街口东区2#3#一层商场1-02（文献东路1642号）
248,小龙坎老火锅（火车站店）,11：00-22：00,0631-5185288,山东省威海市经济开发区青岛中路128号
249,小龙坎老火锅（江汉店）  ,10:00-00:00,027-82609219,湖北省武汉市江汉区江汉四路华顺公寓4—6号
250,小龙坎老火锅（赛博广场店）,11:30-00：00,027-87787969,湖北省武汉市洪山区街道口赛博广场一楼
251,小龙坎老火锅（新华路店）,11:00-00:00,027-85677567,湖北省武汉市江汉区新华路728号日月华庭A栋1-2层9-1室，1-3层9室二处
252,小龙坎老火锅（大学城店）,11:00-23:00,0535-6288788,山东省烟台市莱山区清泉路29号保利MALL对面独幢
253,小龙坎老火锅（江腾广场店）,09:00-21:00,027-84089885,湖北省武汉市汉阳区马鹦路117号江腾广场店C2座三层3020号
254,小龙坎老火锅（大闸路店）,09：30-22:00,0394-3758998,河南省周口市川汇区大闸路南段东侧永盛家园
255,小龙坎老火锅（支农西路店）,09:30-次日02:00,0394-6938999,河南省周口市太康县关回族镇支农路与银城路交叉口西100米路南
256,小龙坎老火锅（华侨城店）,10:30-次日02:00,0533-3335777,山东省淄博市张店区鲁泰大道华侨城小区北门北商业11号
257,小龙坎老火锅（威高店）,11：00-23：00,0631-5217769,山东省威海市环翠区新威路17号威高广场C1区五层【原地址为：山东省威海市环翠区金线顶路1号】
258,小龙坎老火锅（海港路店）,11:00-23:30,0535-6659988,山东烟台芝罘区海港路26号
259,小龙坎老火锅（万达店）,11:00-22:00,0535-6976678,山东省烟台市经济开发区衡山路17号万达广场3F层3008B、3009B、3009A号商铺
260,小龙坎老火锅（经开万达店）,11:00-21:00,13886692092,湖北省武汉市经济技术开发区东风大道111号万达广场室内步行街3F层3017/3018/3019/3F-05号商铺
261,小龙坎老火锅（购物公园店）,09:30-23:00,0714-8121877,湖北省咸宁市温泉路41号（购物公园），5A幢2层201/202/203号
262,小龙坎老火锅（东西湖中心广场店）,11:00-22:00,027-83299110,湖北省武汉市东西湖区五环大道与东吴大道交汇处大泽.中心广场内一层1F-8号
263,小龙坎老火锅（新天地店）,10:30-22:00,0546-6076090,山东省东营市广饶县孙武路新天地生活广场四层美食城内A4010号
264,小龙坎老火锅（万家灯火店）,11:00-次日02:00,0376-6985566,河南省信阳市浉河区礼节路万家灯火22号楼121
265,小龙坎老火锅（祥瑞景城店）,10:30-23:00,0712-2948999,湖北省孝感市孝昌县花园镇中天大道祥瑞景城G11-165铺265铺，G11-263铺，G11-264铺，G11-166铺266铺
266,小龙坎老火锅（鹤伴一路店）,11:00-23:00,0543-4962788,山东省滨州市邹平县鹤伴一路黄山盛都沿街房东5号
267,小龙坎老火锅（香格里拉店）,11点-次日2:00,0530-7770101,山东省菏泽市牡丹区香格里拉广场
268,小龙坎老火锅（长征路店）,10:00-22:00,0712-2867666,湖北省孝感市孝南区长征路12号拾光季2046酒店大门右侧一楼商业门面
269,小龙坎老火锅（体育中心店）,10:30-23:00,0712-2865577,湖北省孝感市体育中心东南角
270,小龙坎老火锅（汉峪金谷店）,10：00-21:30,0531-55823999,山东省济南市经十东路7000号汉峪金融商务中心三区A3-LG2-204
271,小龙坎老火锅（伟东店）,10:00-21:30,0531-67898879,山东省济南市市中区玉函路伟东新都四区17号楼2-102号
272,小龙坎老火锅（中润世纪广场店）,10:30-22:00,0531-82977688,山东省济南市历下区中润世纪广场5号楼101号
273,小龙坎老火锅（高新会展店）,11：00-22：30,053-188766301,山东省济南市高新区新宇路以西，会展中心以北济南新生活家园112号楼3-101房屋一层
274,小龙坎老火锅(新世界商城店),11:00-22:30,0531-82895577,山东省济南市市中区经十一路34号新世界中华名优美食城内
275,小龙坎老火锅（家乐福店）   ,11:00-00:00,0531-67899038,山东省济南市历下区历山路101号
276,小龙坎老火锅（文明路店）,11:00-次日02:00,0396-3333626,河南省驻马店驿城区文明路原养生园家属院一、二楼门面房八间
277,小龙坎老火锅（世纪新城店）,09:30-23:00,0712-8718777,湖北省汉川市世纪新城三期C区一号楼一层22号，二层
278,小龙坎老火锅（缤纷五洲店）,11:00-22:00,0531-68801616,山东省济南市天桥区标山南路47号缤纷五洲商业广场三层305号商铺
279,小龙坎老火锅（运河路美食街店）,11:00-22:00,0546-5696666,山东省东营市东营区运河路495号
280,小龙坎老火锅（印象济南店）,10:00-22:00,0531-87986567,山东省济南市槐荫区青岛路2688号印象济南.泉世界1区6号2层201-207号铺位
281,小龙坎老火锅（大之道店）,,,湖北省咸宁市崇阳县崇阳国际商贸城S111、S112、S113、S134、S135、S136、S137号铺
282,小龙坎老火锅（暨阳店）,（筹备中）,,江西省新余市渝水区沿江路1126号暨阳玫瑰城三期5-111.112,5-1126.1127
283,小龙坎老火锅（府东店）,10:00-23:00,0712-5692777,湖北省孝感市安陆市碧涢路府东名城109-113号商铺
284,小龙坎老火锅（西城店）,11:00-23:00,0546-2898888,山东省东营市东营区济南路以北，海通路以东
285,小龙坎老火锅（建设路店）,11:00-次日01:00,0395-3333651,河南省漯河市源汇区泰山路南段金地兰乔迪亚1楼110号111号
286,小龙坎老火锅（中央公园店）,11:00-21:30,0543-2219888,山东省滨州市滨城区黄三渤七中央公园9幢123号
287,小龙坎老火锅（蒲阳大道店）,09:30-23:00,0712-3231666,湖北省孝感市应城市城中蒲阳大道原“大光明娱乐城”二楼
288,小龙坎老火锅（和昌商城店）,11：00-次日02：00,0595-28860096,福建省泉州市丰泽区田安路和昌商城104#—108#
289,小龙坎老火锅（解放路店）,10:00-23:00,0722-3280577,湖北省随州市解放路玉龙商贸城一楼A001#、A002#、005#
290,小龙坎老火锅（凤凰台店）,10:00-21:30,0635-7553456,山东省聊城市东昌府区汇金街南首中通51-01-02
291,小龙坎老火锅(大新店),09:30-23:00,0728-3238777,湖北省仙桃市大新路21号
292,小龙坎老火锅（开封店）   ,10:00-23：00,0371-22666686,河南省开封市鼓楼区东南鑫泰丽都
293,小龙坎老火锅（石狮泰禾店）,10：00-次日02：00,0595-83679009,福建省泉州市石狮市宝岛中路339号石狮泰禾广场编号L509，L510商铺
294,小龙坎老火锅（万达店）,10:00-23:00,0724-8883277,湖北省荆门市漳河新区象山大道南段38号荆门万达广场
295,小龙坎老火锅(安和店),10:00-次日04:00,0374-8067666,河南省许昌市东城区建安大道以南兴业路以东，景鸿观澜嘉苑10楼东六-东八商铺
296,小龙坎老火锅（银座国际店）,11:00-23:00,0393-8560109,河南省濮阳市华龙区黄河路长庆路西南处“银座国际”1层东南角及2层
297,小龙坎老火锅（高士路店）,10:00-次日02:30,0795-3600899,江西省宜春市高士北路469号楼原新东方酒店一楼壹个店面贰楼柒个店面、叁楼、肆楼整体位置
298,小龙坎老火锅（安海镇店）,10：00-次日02:00,0595-85753388,福建省晋江市安海镇慎中路1号
299,小龙坎老火锅（百乐汇店）,11:00-00:00,0371-55598666,河南省郑州市中牟县建安路百乐汇购物中心A馆北广场东侧门面房三层整体及电梯北二层
300,小龙坎老火锅（汇景广场店）,11：00-21：00,0592-7161179,福建省厦门市翔安区祥福五里23号汇景购物广场4C15-4C20/4C29-4C38
301,小龙坎老火锅(中华路店),11:00-22:00,0371-62591999,河南省郑州市新郑市中华北路东侧少典路北侧碧水蓝天1号楼7-8#
302,小龙坎老火锅（京华中心店）,10：00-00：00,15159055987,福建省龙岩市京华中心项目JH4001商铺
303,小龙坎老火锅（永和苑店）,10:00-次日02:00,0374-7558889,河南省许昌市禹州市坪山永和苑小区东侧
304,小龙坎老火锅（湾悦城店）  ,10:00-22：00,18850027722,福建省厦门市湖里区日圆二里1号湾悦城
305,小龙坎老火锅(汇艺银河店),10:00-次日02:00,0371-60222776,河南省郑州市郑东新区商鼎路77号汇艺银河里2号楼204-207商铺
306,小龙坎老火锅（华南城店）,11:00-次日02:00,0371-62599997,河南省郑州市新郑市龙湖镇郑州华南城内奥特莱斯U街7号楼
307,小龙坎老火锅（龙凤城店）,10:00-21:30,0635-2425556,山东省聊城市临清市文化广场北龙凤城小区南大门由东向西第53号一、二层
308,小龙坎老火锅（加州店）,11：00-22：30,15959268262,福建省厦门市思明区莲前东路123号加州城市广场409号商铺
309,小龙坎老火锅（美景龙堂.万科店）,11:00-00:00,0371-58635555,河南省郑州市管城区美景龙堂.万科广场4层06号
310,小龙坎老火锅（奥永广场店）,11：00-次日02：00,15396287991,福建省厦门市思明区体育路88号奥永广场1F
311,小龙坎老火锅（印象汇店）,10:00-次日02:00,0371-88812232,河南省郑州市金水区凯德广场.金水四层04-20商铺
312,小龙坎老火锅（阿罗海店）,11：00-21：30,15359204619,福建省厦门市海沧区滨湖北二路98-118号阿罗海城市A181/A183单元
313,小龙坎老火锅（樟华国际店）,11:00-23:00,0728-8657777,湖北省潜江市育才路樟华国际1号楼2层商铺
314,小龙坎老火锅（金威广场店）,09:00-22:30,0730-3339999,湖南省岳阳市岳阳楼区巴陵东路199号金威.城市广场112-114号
315,小龙坎老火锅（园林路店）,10:00-次日02:00,0375-3661999,河南省平顶山市园林路西段九九绿墅园临街商铺编号106、107号
316,小龙坎老火锅（国贸店）,11:00-00:00,0371-55022866,河南省郑州市金水区丰产路65号院2号楼二楼东
317,小龙坎老火锅（世茂双子塔店）,10：00-22：00,18150131903,福建省厦门市思明区世茂EMALL3层319号
318,小龙坎老火锅（关照先生店),10:00-次日02:00,0371-68851866,河南省郑州市二七区嵩山南路190号三楼3022号
319,小龙坎老火锅（德化广场店）,11:00-22:30,0371-63361626,河南市郑州市二七步街德化广场B区二楼
320,小龙坎老火锅（九方店）,11:00-22:30,0731-83180168,湖南省长沙市浏阳市九方北正西购物中心六层L608-2号铺
321,小龙坎老火锅（香洲名都店）,11:00-22:30,0730-8218819,湖南省岳阳市岳阳楼区德胜南路香洲名都18栋美食街
322,小龙坎老火锅（宝龙店）,10:00-00：00,0373-5958777,河南省新乡市红旗区金穗大道新乡宝龙广场B区别商1号楼第一、三层S1-F1-005号
323,小龙坎老火锅（惠济万达店）,10:30-23：00,0371-56088519,河南省郑州市惠济区开元路与文创路交叉口惠济万达广场五层5030.5031
324,小龙坎老火锅（公园茂店）,10:30-次日02:00,0371-55373919,河南省郑州市高新区朗悦公园茂购物中心L1-24-06区4层
325,小龙坎老火锅(万达广场店),10:00-21:30,0534-2222616,山东省德州市德城区湖滨南大道德州万达广场室外街402至405号
326,小龙坎老火锅(延安北路店),11：00-次日04：00,0596-6195999,福建省漳州市芗城区延安北路35号一楼2号及二楼
327,小龙坎老火锅(人民路店),11:00-次日02:00,0373-5959777,河南省新乡市人民路193号金桂园3号楼1-2层南数第二户
328,小龙坎老火锅(步行街店),11:00-22:00,0799-6326111,江西省萍乡市安源区文化路步行街L203号商铺
329,小龙坎老火锅（万达广场店）,09：30-23：30,0411-81760077,辽宁省大连市高新园区万达广场善水街21-7-8-9号
330,小龙坎老火锅（正上豪布斯卡店）,11:00-次日02:00,0371-66124888,河南省郑州市荥阳市国泰路和福民路交叉口西南侧正上豪布斯卡第一层X-61号
331,小龙坎老火锅（书香园店）,11:00-次日03:00,0372-2998881,河南省安阳市人民大道与民主路交叉口广厦书香园1#楼底商二楼1-201#-203#
332,小龙坎老火锅（西安路店）,09：30-23：30,0411-62903399,辽宁省大连市沙河口区如意街141号1-2层
333,小龙坎老火锅（龙泉店）,09：30-23：00,0411-3951555,辽宁省大连市中山区龙泉小区南侧1号
334,小龙坎老火锅（百斯德店）,09：30-23：30,0411-81828877,辽宁省大连市甘井子区泉水A4区南侧百斯德商厦B区1层B6-102、B6-103
335,小龙坎老火锅（恒方店）,11:00-22:00,0377-66188886,河南省南阳市宛城区仲景路恒方广场2号楼一楼
336,小龙坎老火锅（龙源路店）,10:00-次日02:00,0391-7258999,河南省焦作市武陟县和平路公元596家天下项目商铺8栋楼8102/8202/8103/8203
337,小龙坎老火锅（中州中路店）,11:00-00:00,0377-66666900,河南省南阳市卧龙区中州路716号中州新贵小区1号楼1层西第2跨265.5平米，二层西一半493.5平米
338,小龙坎老火锅（维也纳店）,10：00-22：30,0411-87550222,辽宁省大连市开发区辽河西路31号维也纳大厦一楼北厅
339,小龙坎老火锅（市标店）,,,河南省汝州市绿洲.望崇文化广场第叁层
340,小龙坎老火锅（金州北山路店）,09：30-次日02：00,0411-87816688,辽宁省大连市金州新区怡心居小区2-1-2-12
341,小龙坎老火锅（创鑫店）,10:00-00:00,0310-8016555,河北省邯郸市丛台区创鑫阳光福邸六期E商业一层6号三层1-15号
342,小龙坎老火锅（襄大广场店）,,,湖北省襄阳市宜城市新建街襄大商业广场B座2层204、205号商铺
343,小龙坎老火锅（水南店）,11:30-次日02:00,0797-6176666,江西省赣州市章贡区“盛汇城市中心”项目2#楼2层2-6至2-19号铺
344,小龙坎老火锅（新兴路开普店）,11:00-次日01:30,0371-64446888,河南省郑州市巩义市新兴路41-9号
345,小龙坎老火锅（焦作店）   ,09：00-22:00,0391-2921111,河南省焦作市解放区政二街与人民路交叉口
346,小龙坎老火锅（温县店）,11:00-22:30,0391-6139995,河南省焦作市温县黄河路
347,小龙坎老火锅（五一店）,,,长沙市芙蓉区五一大道509号
348,小龙坎老火锅（万利达店）,10:30-23:30,0716-8336696,湖北省荆州市沙市区北京路322号
349,小龙坎老火锅（东塘店）,11:00-22:00,0731-84444629,湖南省长沙市雨花区劳动西路565号门面及负一楼
350,小龙坎老火锅（解放西路店）,11:00-22:00,0731-84444066,湖南省长沙市解放西路“Planet D”四层4006号商铺
351,小龙坎老火锅(长虹路城市印象店),09:30-次日02:00,0710-3776270,湖北省襄阳市樊城区长虹路城市印象5幢5号
352,小龙坎老火锅（德思勤店）,,,湖南省长沙市雨花区德思勤城市广场TASKIN MALL L4-1/2/44/45/46/47
353,小龙坎老火锅（万达广场店）,09:30-23:00,0710-3812668,湖北省襄阳市樊城区长虹北路与紫贞路交叉口
354,小龙坎老火锅（汉华国际店）,11:00-00:00,0732-22332228,湖南省株洲市芦淞区建设南路338号汉华国际商业城壹层115#.134-1#
355,小龙坎老火锅（水月寺店）,10:00-21:30,0317-3089898,河北省沧州市运河区水月寺大街颐和新世界B2区142号
356,小龙坎老火锅（润和店）,11:00-22:00,0731-88345321,湖南省长沙市望城区普瑞大道润和彩虹MALL购物中心三层313号商铺
357,小龙坎老火锅（天成店）,10:00--00:00, 0317-6980006,河北省沧州市运河区贻成路天成明月州B1-121
358,小龙坎老火锅（玉鼎花园店）,（筹备中）,,河南省南阳市镇平县玉鼎花园（校场路与雪枫路南）
359,小龙坎老火锅（炎帝广场店）,10:30-22:00,0731-22111888,湖南省株洲市天元区珠江北路37号神农文化休闲街A地块2栋2层2003号商铺
360,小龙坎老火锅（汇通店）,11:00--23:00,0319-8908888,河北省邢台市沙河市新兴路西侧汇通花园东路EPS01、ESP02号商铺
361,小龙坎老火锅（火车站店）,（筹备中）,,河北省衡水市桃城区站前路隆基大厦
362,小龙坎老火锅（御豪庭店）,10:30-00：00,0377-62832888,河南省邓州市新人民路御豪庭4号楼一二层
363,小龙坎老火锅（沁阳店）,09：30-次日02:00,0391-3830888,河南省沁阳市普罗旺世小区商铺
364,小龙坎老火锅（莲城步行街店）,11:00-22:00,0731-58566777,湖南省湘潭市岳塘区莲城步行街B4栋1107、2102号门面
365,小龙坎老火锅（世纪城店）,11:00--23:00,0319_8888876,河北省邢台市桥西区中北世纪城集中商业二的二层南侧
366,小龙坎老火锅(兴达店),9:30--23:30,0319- 8888897,河北省邢台市桥西区兴达路888号一层S2号
367,小龙坎老火锅（泉舜店）,11：00-23：00,0379-65518188,河南省洛阳市洛龙区泉舜财富中心锦泉苑2号楼30-33,35号
368,小龙坎老火锅（春城万象店）,11:00-23:30,0731-87181168,湖南省长沙市宁乡市玉潭街道花明路、八一路交汇处春城万象2栋3楼339号
369,小龙坎老火锅（芳林店）,11：00-23：00,0379-61117701,河南省洛阳市西工区芳林路芳林大厦104号商铺
370,小龙坎老火锅（大桃路店）,11:00-22:00,0737-3107888,湖南省益阳市赫山区大桃路220号
371,小龙坎老火锅（颐翠小学店）,09:30-次日03:00,0356--2068988,山西省晋城市开发区新市东街2036号紫薇华庭商务中心1号楼4号房屋
372,小龙坎老火锅（凤台店）,09:30-次日03:00,0356--6666818,山西省晋城市城区泽州路434号一楼2间二楼5间
373,小龙坎老火锅（联盟路店）,11：00-23：00,0379-61122881,河南省洛阳市涧西区名仕嘉园项目9号楼9-106、9-107号商铺
374,小龙坎老火锅（原南街店）,10:00-次日02:00,0391-6299666,河南省济源市文昌路原南街名优建材城一楼东
375,小龙坎老火锅（金元宝店）,10：00-次日04：00,022-28369997,天津市开发区第二大街21-2号一至二层
376,小龙坎老火锅（世纪广场店）,09：00-21：30,0411-39101188,辽宁省大连市瓦房店市长兴花园小区11-2#
377,小龙坎老火锅（客都店）,11:00-次日01:00,0753-2227229,广东省梅州市丽都西路客都大酒店A栋一层2号之二层
378,小龙坎老火锅（长平广场店）,（筹备中）,,山西省晋城市高平市新北小区4号商铺
379,小龙坎老火锅（永盛苑店）,09:30-次日3:00,0355-3339000,山西省长治市城区永盛苑7号楼下19—20号商铺东侧一层及东侧二层
380,小龙坎老火锅（大庆路店）,09:30-次日3:00,0355-3338000,山西省长治市市城区威远门路7/9/11号17号楼1-2层
381,小龙坎老火锅（奥城店）,11：00-次日03：00,15332065032,天津市南开区凌宾路奥城商业广场8号楼彩汇项目一层8108商铺及二层8220商铺（原地址为：天津市河西区气象台路72号）
382,小龙坎老火锅（广东路店）,10：00-次日04：00,022-88139777,天津市河西区广东路店148号一层500平米及负一层200平米
383,小龙坎老火锅（荣业大街店）,10：00-次日04：00,022-27318887,天津市和平区荣业大街412号长寿公寓底商
384,小龙坎老火锅（上杭店）,11：00-23：00,15712259634,原天津河东区上杭路改为天津市南开区黄河道虹畔大厦
385,小龙坎老火锅（昆纬路店）,11：00-次日03：00,13622149977,天津市河北区昆纬路40号春柳公寓1-1-303
386,小龙坎老火锅（口岸店）,11:00-次日02:00,07682990600,广东省潮州市湘桥区蓝玥湾酒店（原爱吧一、二层）【原地址为：广东省潮州市湘桥区潮枫路兰园附属楼】
387,小龙坎老火锅（万达广场店）,09:30-22:30,0717-6678886,湖北省宜昌市伍家岗区万达广场
388,小龙坎老火锅(万达新天地店),09:00-22:00,0736-7699959,湖南省常德市武陵区新天地A区A1-S2 114-115.210-213
389,小龙坎老火锅（西陵店）,09:30-22:30,0717-6833336,湖北省宜昌市西陵区四新横路15号
390,小龙坎老火锅（华联店）,9：30-21:30,0335-3883456,河北秦皇岛海港区原老二位二楼
391,小龙坎老火锅(鹭港店),10:00-21:30,0315-2220345,河北省唐山市路北区鹭港小区第106S-01号商业房
392,小龙坎老火锅（玉亭路店）,10:00-次日02:00,075487214899,广东省汕头市澄海区玉亭路中段
393,小龙坎老火锅(远洋城店),,,河北省唐山市路北区建设北路128号远洋城二层荟百味美食广场
394,小龙坎老火锅（金源店）,10:00--00:00,13315181250,河北省石家庄市裕华区槐安东路152号103商铺
395,小龙坎老火锅（建华店）,11:00-22:00,0311-85851055,河北石家庄市长安区建华城市广场第5层第5F-01号商铺
396,小龙坎老火锅（汇龙大厦店）,11:00-22:00,0311-85341797,河北省石家庄市桥西区中华南大街与新石南路交口汇龙商务大厦1层E区
397,小龙坎老火锅（新百店）,10:00-次日2：00,0311-88888026,河北省石家庄桥西区中山西路68号二层
398,小龙坎老火锅（天奕商厦店）,09:00-21:00,18331127000,河北省保定市雄县天奕商厦北侧临街独立三层楼房
399,小龙坎老火锅（锦绣湘城店）,10:00-次日02:00,0734-8384966,湖南省衡阳市蒸湘区长丰大道48号锦绣湘城113号门面
400,小龙坎老火锅（益庄店）,11:00-22:00,0311-8833808,河北省石家庄市长安区胜利北街348号第一层部分及第二层
401,小龙坎老火锅（金叶花园店）,11:00-次日02:00,06638920000,广东省揭阳市榕城区建阳路揭阳交警对面（特美思副楼隔壁）
402,小龙坎老火锅（金柏林店）,11：00-次日2:00,0311-87872777,河北省石家庄市新华区金柏林商城北楼一、二层
403,小龙坎老火锅（东厦路店）,11:00-次日02:00,075487231899,广东省汕头市金坪区东厦路62路
404,小龙坎老火锅（莲池大街店）,11:00-22:00,0312-8922111,河北省保定市莲池区莲池南大街427-2号
405,小龙坎老火锅（翠园街店）,11:00-22:00,0312-7903555,河北省保定市高新区翠园街435号{副4}号
406,小龙坎老火锅（尚品步行街店）,11:00--21:00,0312-8665588,河北省保定市徐水盛源南大街尚品步行街商业门面房
407,小龙坎老火锅（新世界店）,11:00-22:00,0316-5215611,河北省廊坊市广阳区建设路与爱民道交口新世界中心一层（B区2号楼底商）
408,小龙坎老火锅（万象店）,10:30-22:30,0719-8666286,湖北省十堰市茅箭区万象国际2楼
409,小龙坎老火锅（万达金街店）,09：00-22：00,0415-4180777,辽宁省丹东市振兴区人民路北侧万达广场金街立交新路13-7、13-9、13-29、13-8
410,小龙坎老火锅（郴州宾馆店）,11:00-00:00,0735-2839888,湖南省郴州市郴州宾馆迎宾楼二楼整层、一楼过道及消防走梯
411,小龙坎老火锅(新中东街店),11：00-次日01:00,0316-6102333,河北省廊坊市固安县新中东街南侧税务局东侧
412,小龙坎老火锅（万泰汇店）,11:00-次日02:00,06632897388,广东省揭阳市普宁市万泰汇购物中心六层L6-01-02
413,小龙坎老火锅（商品城店）,11:00-次日02:00,06632200678,广东省揭阳市普宁市国际商品城尚东步行街1栋A08，B08，B09，B10，B11号
414,小龙坎老火锅（意大利花园店）,11:30-21:00,0353--2888888,山西省阳泉市青岛南路意大利花园5号楼6号底商
415,小龙坎老火锅（六峰路店）,10:00-22:30,0398-3128888,河南省三门峡市湖滨区六峰路与河堤路交叉口北50米三门峡工业园区家属楼
416,小龙坎老火锅（兴海北街店）,（筹备中）,,辽宁省葫芦岛市兴城市温泉街道兴海北街92-1号1B室
417,小龙坎老火锅（盼盼路店）,11：00-21：30,0417-3566999,辽宁省营口市站前区盼盼路3-21/22号
418,小龙坎老火锅（临河里店）,11：00-00：00,010-59528247,北京市通州区临河里1号楼底商109-110号
419,小龙坎老火锅（黄村店）,,,北京市大兴区兴华大街三段3号百联清城购物中心2022F02035号
420,小龙坎老火锅（风度中路店）,11:00-00:00,0751-8231234,广东省韶关市浈江区风度中路58号二层
421,小龙坎老火锅（锦都店）,09:30--22:00,0357-4198999,山西省临汾市侯马市锦都春天购物中心门面M10-M14
422,小龙坎老火锅（理想新城店）,09:30-22:00,0316-3086789,河北省廊坊市三河燕郊开发区理想新城Sa商业楼一层、二层
423,小龙坎老火锅（兴宫中街店）,（筹备中）,,辽宁省葫芦岛市龙港区龙湾大街172-1-2F号
424,小龙坎老火锅（亦庄店）,11:00-次日02：00,010-67860313,北京市经济技术开发区文化园8号院2号楼1层107、2层204
425,小龙坎老火锅（新化世茂店）,11:00-23:30,0738-3399366,湖南省娄底市新化县新化世茂广场一栋一、二楼
426,小龙坎老火锅（丰科万达店）,11：00-次日02：00,010-57722966,北京丰台区丰科路万达金街1-2F3-09,3-10,3-11
427,小龙坎老火锅（常营店）,10：30-次日02：00,010-65759980,北京市朝阳区朝阳北路15号楼1至3层103、105、106、107二层部分
428,小龙坎老火锅（方庄店）,10：00-次日02：00,010-87676999,北京市丰台区方庄芳古园一区29号楼A2（原北京市朝阳区广顺北大街16号望京华彩商业中心三层）
429,小龙坎老火锅（解放路店）,9:30-22:30,0359-2227999,山西省运城市盐湖区解放北路369号建工大楼
430,小龙坎老火锅（坚基店）,11:00-22:00,0762-3313218,广东省河源市东城西片区越王大道西面永康大道南面河源市商业中心越王广场H-L121至123号
431,小龙坎老火锅（石佛营店）,11：00-次日01：00,010-85521345,北京市朝阳区八里庄北里302号楼101号
432,小龙坎老火锅（大汉步行街店）,11:00-23:00,0739-5167771,湖南省邵阳市双清区大汉东风商业步行街A中心2层88-91号
