新欧尚餐厅,金鸡湖路205号欧尚超市二楼铺位号603-2001,Wi-Fi,礼品卡,苏州市
海门时代餐厅,解放中路309号北贵都之星利群时代一层肯德基餐厅,24小时,Wi-Fi,店内参观,礼品卡,南通市
建湖秀夫餐厅,建湖县向阳路与秀夫路东南侧,Wi-Fi,店内参观,礼品卡,生日餐会,盐城市
张家港锦丰餐厅,张家港市锦丰镇锦店路1号肯德基,24小时,Wi-Fi,礼品卡,生日餐会,苏州市
吴中碧波餐厅,吴中经济开发区东吴南路388号,24小时,Wi-Fi,店内参观,礼品卡,生日餐会,苏州市
张家港塘桥餐厅,张家港塘桥镇南京路与西环路交汇处大润发卖场1层,Wi-Fi,店内参观,礼品卡,生日餐会,苏州市
浒关餐厅,高新区文昌路301号浒关大润发超内一楼,24小时,Wi-Fi,礼品卡,苏州市
园区印象城餐厅,工业园区现代大道1699号,Wi-Fi,店内参观,礼品卡,苏州市
昆山张浦餐厅,昆山市张浦镇新吴街148号,24小时,Wi-Fi,点唱机,店内参观,礼品卡,生日餐会,苏州市
木渎翠坊餐厅,吴中区木渎翠坊街18号,Wi-Fi,礼品卡,苏州市
昆山开发区餐厅,昆山市经济技术开发区前进中路237号,24小时,Wi-Fi,店内参观,礼品卡,生日餐会,苏州市
园区胜浦餐厅,胜浦镇兴浦街金胜路口金雅苑8号1层,24小时,Wi-Fi,店内参观,礼品卡,生日餐会,苏州市
观前大光明餐厅,小公园北局9号大光明影城,Wi-Fi,店内参观,礼品卡,苏州市
大丰幸福餐厅,大丰区大润发超市一楼,24小时,Wi-Fi,店内参观,礼品卡,盐城市
新苏站餐厅,苏站路27号苏州站北广场北出站口东侧B1层出租车上车点方向,24小时,Wi-Fi,礼品卡,苏州市
南通工农路餐厅,工农路515号金飞达广场乐购超市一楼肯德基,24小时,Wi-Fi,店内参观,礼品卡,南通市
海门长江餐厅,黄海路530号欧尚超市一楼,Wi-Fi,礼品卡,南通市
张家港公园餐厅,张家港市沙洲西路购物公园太阳广场1层M101-M102号,24小时,Wi-Fi,礼品卡,生日餐会,苏州市
东台红兰餐厅,盐城东台市红兰中路3号大润发一楼,24小时,Wi-Fi,店内参观,礼品卡,生日餐会,盐城市
盐城建中餐厅,建军路59号苏宁电器一楼,Wi-Fi,店内参观,礼品卡,盐城市
园区唯亭餐厅,唯亭镇金陵西路288号1栋,24小时,Wi-Fi,店内参观,礼品卡,生日餐会,苏州市
开发区上海路餐厅,开发区上海路80号利群时代超市一楼,24小时,Wi-Fi,店内参观,礼品卡,南通市
吴江鲈乡餐厅,松陵镇江兴西路469号,24小时,Wi-Fi,礼品卡,生日餐会,苏州市
石路新苏餐厅,广济南路219号新苏国际负1楼,Wi-Fi,店内参观,礼品卡,苏州市
昆山陆家镇餐厅,昆山市陆家镇友谊路118号华润万家超市一楼,24小时,Wi-Fi,点唱机,礼品卡,苏州市
凤凰餐厅,凤凰街与十梓街交叉路口,24小时,Wi-Fi,店内参观,礼品卡,生日餐会,苏州市
南通任港餐厅,崇川区任港路50号大润发1楼,24小时,Wi-Fi,店内参观,礼品卡,生日餐会,南通市
吴中越溪餐厅,苏州吴中区越溪镇吴中大道1109号“南苏州生活广场”E幢B馆华润万家超市旁,24小时,Wi-Fi,礼品卡,生日餐会,苏州市
园区斜塘餐厅,工业园区莲葑路18号联丰商业广场4幢102世纪联华卖场内,24小时,Wi-Fi,店内参观,礼品卡,生日餐会,苏州市
汽车北站餐厅,西汇路29号汽车客运站2层,Wi-Fi,礼品卡,苏州市
盐城迎宾路餐厅,亭湖区迎宾路宝龙广场一层,24小时,Wi-Fi,店内参观,礼品卡,生日餐会,盐城市
昆山千灯餐厅,昆山市千灯镇尚书路8号千灯大润发一层,24小时,Wi-Fi,礼品卡,生日餐会,苏州市
南通桃园路餐厅,桃园路１２号中南城购物中心负一楼,Wi-Fi,店内参观,礼品卡,南通市
盐城先锋餐厅,亭湖区建军西路与小海路交界处先锋国际广场商业中心大润发超市1层,Wi-Fi,店内参观,礼品卡,盐城市
海安江海路餐厅,宁海南路2号文峰大世界购物中心2楼,Wi-Fi,店内参观,礼品卡,南通市
吴江运东餐厅,吴江经济开发区运东大道东侧江南奥斯卡5幢1层,24小时,Wi-Fi,店内参观,礼品卡,苏州市
昆山世贸餐厅,昆山市前进路中山路交汇处中茵世贸广场,Wi-Fi,店内参观,礼品卡,苏州市
射阳人民路餐厅,射阳县人民路12号文峰超市一层,24小时,Wi-Fi,店内参观,礼品卡,盐城市
黄埭餐厅,相城区黄埭镇康阳路西136号,24小时,Wi-Fi,点唱机,店内参观,礼品卡,苏州市
盛泽西环路餐厅,吴江市盛泽镇西环路西侧欧尚超一层,24小时,Wi-Fi,点唱机,店内参观,礼品卡,生日餐会,苏州市
吴江车站餐厅,吴江市经济开发区二二七省道西、学院路东侧吴江汽车站内一层,Wi-Fi,礼品卡,苏州市
园区星塘街餐厅,工业园区淞江路18号欧尚商业中心1栋1层1006号,Wi-Fi,店内参观,礼品卡,生日餐会,苏州市
吴中香雪海餐厅,吴中区吴中大道168号香学海购物广场一楼,24小时,Wi-Fi,礼品卡,苏州市
昆山周市镇春晖路餐厅,昆山市周市镇春晖路758号望族商城一层,24小时,Wi-Fi,店内参观,礼品卡,生日餐会,苏州市
黄海路餐厅,响水县黄海路与滨江路交界127号,24小时,Wi-Fi,店内参观,礼品卡,生日餐会,盐城市
星海街餐厅,工业园区星海街199号星海生活广场北区负一楼B115,Wi-Fi,店内参观,礼品卡,苏州市
新石路国际餐厅,石路18号石路国际商厦负一层,Wi-Fi,礼品卡,苏州市
如皋益寿路餐厅,中山西路1号正翔广场1楼,24小时,Wi-Fi,店内参观,礼品卡,南通市
学府餐厅,高新区（科锐路东学新路南学府路北）汇金商业广场11幢,Wi-Fi,店内参观,礼品卡,苏州市
广济南路餐厅,金阊区广济南路19号大润发一层,24小时,Wi-Fi,点唱机,礼品卡,苏州市
吴江汾湖餐厅,吴江市汾湖镇杭州路北侧TESCO乐购超一层,Wi-Fi,店内参观,礼品卡,生日餐会,苏州市
渭塘餐厅,相城区渭塘镇渭星街288号2幢104室一层、二层，105室一层、二层,24小时,Wi-Fi,店内参观,礼品卡,生日餐会,苏州市
海门叠石桥餐厅,叠石桥家纺城大岛路和秀女路交叉口,24小时,Wi-Fi,店内参观,礼品卡,生日餐会,南通市
相城玛特餐厅,相城区元和街道华元路918号101室一层,24小时,Wi-Fi,店内参观,礼品卡,苏州市
吴中车站餐厅,吴中经济开发区广建路10号苏州吴中汽车客运站一二层,24小时,Wi-Fi,店内参观,礼品卡,苏州市
金港润发餐厅,张家港市金港镇黄泗浦西路1号大润发超市内肯德基餐厅,Wi-Fi,礼品卡,生日餐会,苏州市
园区玲珑餐厅,工业园区玲珑街58号1栋101,Wi-Fi,店内参观,礼品卡,生日餐会,苏州市
张家港杨舍餐厅,张家港市杨舍镇梁丰路南侧杨舍老街1#-10#（园林路、梁丰路、焦家弄、向阳弄围合区内杨舍老街商业步行街）,24小时,Wi-Fi,店内参观,礼品卡,生日餐会,苏州市
南通龙王桥餐厅,工农路259号利群时代超市1楼,24小时,Wi-Fi,店内参观,礼品卡,南通市
昆山世茂润发餐厅,昆山市前进东路南侧夏驾河东侧昆山世茂广场一层,24小时,Wi-Fi,店内参观,礼品卡,生日餐会,苏州市
太仓港区餐厅,太仓市太仓港港口开发区龙江路东侧、映雪路北侧“太仓邻里中心”肯德基餐厅,Wi-Fi,店内参观,礼品卡,生日餐会,苏州市
昆山汽车站餐厅,昆山市开发区柏庐南路788号4号房昆山汽车客运中心站一层,Wi-Fi,店内参观,礼品卡,苏州市
太仓新区东亭路餐厅,太仓市娄江路与县府街交叉口西南侧（太仓新区上海路北、东亭路东地块）万达广场,Wi-Fi,店内参观,礼品卡,生日餐会,苏州市
盛泽春之声餐厅,吴江市盛泽镇北观音弄38号春之声商业广场一层,24小时,Wi-Fi,店内参观,礼品卡,生日餐会,苏州市
阳澄湖餐厅,相城区阳澄湖中路29号中环百汇广场1-6户,24小时,Wi-Fi,店内参观,礼品卡,苏州市
盐城解放润发餐厅,盐都区解放南路239号大润发超市一楼肯德基,24小时,Wi-Fi,点唱机,店内参观,礼品卡,生日餐会,盐城市
园区时尚餐厅,工业园区唯亭镇后戴街9号,Wi-Fi,礼品卡,手机点餐,苏州市
桐泾北路餐厅,桐泾北路218号来客茂时尚生活中心一二层,24小时,Wi-Fi,点唱机,店内参观,礼品卡,生日餐会,苏州市
园区东沙湖餐厅,工业园区钟南街东的东沙湖邻里中心西南角一层、二层,Wi-Fi,点唱机,店内参观,礼品卡,生日餐会,苏州市
园区车坊餐厅,苏州工业园区普惠路1089号（星湖财富广场）2幢107-108室一二层和2幢106的二层商铺,24小时,Wi-Fi,点唱机,店内参观,礼品卡,生日餐会,苏州市
昆山陆家乐购餐厅,昆山市陆家镇陆家浜北路东侧乐购超一层,Wi-Fi,店内参观,礼品卡,生日餐会,苏州市
浒关保卫路餐厅,浒墅关保卫路33、35号（华润万家购物中心）一层、二层,24小时,Wi-Fi,点唱机,店内参观,礼品卡,生日餐会,苏州市
胥口帝豪餐厅,胥口镇孙武路北侧、香泾路东侧“帝豪家缘”商业一层,24小时,Wi-Fi,店内参观,礼品卡,生日餐会,苏州市
南通城山路餐厅,城山路100号苏果超市一楼,Wi-Fi,店内参观,礼品卡,生日餐会,南通市
